Order ID,Order Date,Customer ID,Customer Name,City,Region,Segment,Category,Product,Quantity,Cost Price,Unit Price,Discount,Sales,Profit,Payment Method
ORD000150,2024-07-19,CUST8827,Patrick Martin,Port Cory,North,Home Office,Sports,Product_110,2,87.68,192.04,0.1,345.67,170.31,UPI
ORD000151,2023-07-18,CUST7402,Madison Schmidt,New Victoria,West,Corporate,Sports,Product_5,3,92.38,124.02,0.0,372.06,94.92,UPI
ORD000152,2023-08-01,CUST2913,Patrick Hendricks,North Alyssa,,Consumer,Office Supplies,Product_163,7,112.08,187.18,0.15,1113.72,329.16,UPI
ORD000153,2025-04-30,CUST5876,Evan Wright,North Samantha,south,Consumer,Electronics,Product_73,2,349.53,443.65,0.1,798.57,99.51,Net Banking
ORD000154,2023-12-17,CUST2218,Joseph Tucker,Port Joshua,North,Corporate,Clothing,Product_170,6,430.76,690.58,0.1,3729.13,1144.57,Card
ORD000155,2024-12-18,CUST8291,Stephen Green,Boydburgh,East,Corporate,Office Supplies,Product_133,7,329.34,561.84,0.1,3539.59,1234.21,Net Banking
ORD000156,2023-11-16,CUST9987,Michaela Martinez,Castilloport,North,Consumer,Electronics,Product_114,2,268.64,579.81,0.2,927.7,390.42,Net Banking
ORD000157,2023-06-19,CUST2591,Kathy Mcclain,Leonville,West,Corporate,Office Supplies,Product_33,5,242.89,425.46,0.05,2020.93,806.48,UPI
ORD000158,2023-06-30,CUST2704,Tiffany Welch,Bellfort,North,Home Office,Sports,Product_89,3,434.74,595.51,0.1,1607.88,303.66,Card
ORD000159,2025-09-11,CUST7150,Taylor Strickland,Laurabury,North,Home Office,Sports,Product_58,2,57.39,107.26,0.15,182.34,67.56,Card
ORD000160,2023-10-14,CUST4741,Jennifer Green,Kellieport,East,Home Office,Furniture,Product_100,3,440.14,486.65,0.1,1313.96,-6.46,UPI
ORD000161,2025-08-30,CUST6343,Natasha Adams,South Chad,North,Corporate,Office Supplies,Product_113,6,379.53,525.48,0.05,2995.24,718.06,Card
ORD000162,2025-02-20,CUST2007,Christopher Snow,Kevinbury,South,Home Office,Furniture,Product_63,1,62.34,94.41,0.2,75.53,13.19,Net Banking
ORD000163,2024-06-26,CUST8059,Angela Lopez,South Donna,West,Corporate,Clothing,Product_192,4,93.85,181.04,0.3,506.91,131.51,Card
ORD000164,2025-09-28,CUST9213,Samantha Shaw,Nicoleborough,South,Home Office,Furniture,Product_50,4,38.34,66.73,0.0,266.92,113.56,UPI
ORD000165,2023-12-22,CUST6043,Stacy Fisher,North Anne,North,Home Office,Sports,Product_139,7,484.59,932.65,0.1,5875.7,2483.57,
ORD000166,2024-10-02,CUST4356,Jessica Scott,Kimberlyton,West,Consumer,Office Supplies,Product_141,6,189.06,378.25,0.1,2042.55,908.19,Card
ORD000167,2026-02-16,CUST8027,Mike Smith,Port Kennethburgh,West,Corporate,Clothing,Product_22,7,265.88,534.02,0.1,3364.33,1503.17,Cash
ORD000168,2023-12-12,CUST1988,Nicole Ray,North Randall,North,Home Office,Sports,Product_187,3,434.69,938.74,0.15,2393.79,1089.72,Net Banking
ORD000169,2024-05-22,CUST8424,Jeremy Jones IV,Hernandezside,South,Corporate,Furniture,Product_189,6,381.25,604.86,0.1,3266.24,978.74,Cash
ORD000170,2025-05-24,CUST3255,Karen Lowe,Port Angela,East,Corporate,Electronics,Product_145,1,327.58,493.13,0.15,419.16,91.58,Card
ORD000171,2023-10-13,CUST7342,Elizabeth Anderson,Elizabethfurt,East,Consumer,Clothing,Product_181,5,81.06,129.62,0.05,615.69,210.39,Net Banking
ORD000172,2025-10-18,CUST2875,Amanda Allen,East Crystal,West,Consumer,Electronics,Product_188,4,483.92,631.03,0.0,2524.12,588.44,Cash
ORD000173,2025-07-21,CUST4788,Curtis Patel,Andrewmouth,North,Consumer,Furniture,Product_64,6,293.08,409.11,0.1,2209.19,450.71,UPI
ORD000174,2026-05-01,CUST6420,Alicia Burgess,,North,Consumer,Clothing,Product_102,6,487.48,99999.0,0.1,4985.93,2061.05,Card
ORD000175,2024-01-30,CUST7731,Ruth Moody,Martinezmouth,north,Corporate,Clothing,Product_148,3,242.85,295.17,0.0,885.51,156.96,Card
ORD000176,2025-05-21,CUST1001,Victoria Knight,Williamsfurt,,Consumer,Electronics,Product_158,2,389.02,830.7,0.0,1661.4,883.36,Card
ORD000177,2024-11-10,CUST8014,Derek Haas,South Angelaborough,South,Corporate,Furniture,Product_143,5,43.9,67.46,0.05,320.43,100.93,UPI
ORD000178,2025-08-11,CUST9508,Diana Jones,New Jeremy,East,Home Office,Electronics,Product_6,2,87.9,106.8,0.1,192.24,16.44,Card
